GeoID,ZipCode,MeanIncome
860Z200US01039,01039,137445.0
860Z200US01040,01040,74268.0
860Z200US01050,01050,111267.0
860Z200US01053,01053,108970.0
860Z200US01054,01054,147171.0
860Z200US01056,01056,101637.0
860Z200US01057,01057,110178.0
860Z200US01060,01060,105493.0
860Z200US01062,01062,120826.0
860Z200US01063,01063,580467.0
860Z200US01066,01066,32058.0
860Z200US01068,01068,120094.0
860Z200US01069,01069,98299.0
860Z200US01070,01070,109472.0
860Z200US01071,01071,128756.0
860Z200US01072,01072,115501.0
860Z200US01073,01073,154237.0
860Z200US01074,01074,90679.0
860Z200US01075,01075,131278.0
860Z200US01077,01077,122889.0
860Z200US01079,01079,61316.0
860Z200US01080,01080,104475.0
860Z200US01081,01081,113107.0
860Z200US01082,01082,86584.0
860Z200US01083,01083,95899.0
860Z200US01084,01084,136312.0
860Z200US01085,01085,104951.0
860Z200US01088,01088,75922.0
860Z200US01089,01089,94552.0
860Z200US01092,01092,108979.0
860Z200US01093,01093,115416.0
860Z200US01094,01094,112100.0
860Z200US01095,01095,158878.0
860Z200US01096,01096,130572.0
860Z200US01097,01097,
860Z200US01098,01098,108990.0
860Z200US01103,01103,49832.0
860Z200US01104,01104,62646.0
860Z200US01105,01105,39246.0
860Z200US01106,01106,187915.0
860Z200US01107,01107,59096.0
860Z200US01108,01108,70048.0
860Z200US01109,01109,66459.0
860Z200US01118,01118,98454.0
860Z200US01119,01119,79046.0
860Z200US01128,01128,115787.0
860Z200US01129,01129,102687.0
860Z200US01144,01144,
860Z200US01151,01151,68473.0
860Z200US01201,01201,94765.0
860Z200US01220,01220,72309.0
860Z200US01222,01222,105517.0
860Z200US01223,01223,112714.0
860Z200US01224,01224,147619.0
860Z200US01225,01225,90796.0
860Z200US01226,01226,105479.0
860Z200US01229,01229,142000.0
860Z200US01230,01230,136162.0
860Z200US01235,01235,89224.0
860Z200US01236,01236,141401.0
860Z200US01237,01237,99147.0
860Z200US01238,01238,113378.0
860Z200US01240,01240,134758.0
860Z200US01242,01242,
860Z200US01243,01243,128069.0
860Z200US01244,01244,80978.0
860Z200US01245,01245,181549.0
860Z200US01247,01247,79262.0
860Z200US01253,01253,135736.0
860Z200US01254,01254,168580.0
860Z200US01255,01255,109294.0
860Z200US01256,01256,80288.0
860Z200US01257,01257,137083.0
860Z200US01258,01258,128704.0
860Z200US01259,01259,152792.0
860Z200US01260,01260,
860Z200US01262,01262,195975.0
860Z200US01264,01264,134054.0
860Z200US01266,01266,185271.0
860Z200US01267,01267,139378.0
860Z200US01270,01270,140048.0
860Z200US01301,01301,72237.0
860Z200US01330,01330,100375.0
860Z200US01331,01331,82407.0
860Z200US01337,01337,97415.0
860Z200US01338,01338,76657.0
860Z200US01339,01339,106221.0
860Z200US01340,01340,101941.0
860Z200US01341,01341,120740.0
